,State,County,Water
695,IL,Winnebago County,1.1463486023708473
696,IL,Woodford County,1.0631672035878972
697,IN,Adams County,1.5159958720330238
698,IN,Allen County,1.2700513097488524
699,IN,Bartholomew County,1.2754062241806665
700,IN,Benton County,1.916590284142988
701,IN,Blackford County,1.6653359946773119
702,IN,Boone County,1.746825989544436
703,IN,Brown County,1.177210703526493
704,IN,Carroll County,1.263782643102084
705,IN,Cass County,1.2707825616030328
706,IN,Clark County,1.2188662727073758
707,IN,Clay County,1.2668089647812166
708,IN,Clinton County,1.8488964346349746
709,IN,Crawford County,1.2451581269919099
710,IN,Daviess County,1.1192605843768635
711,IN,Dearborn County,1.295770482105886
712,IN,Decatur County,1.5698005698005697
713,IN,DeKalb County,1.493583415597236
714,IN,Delaware County,1.2091612633340305
715,IN,Dubois County,1.1103265666372462
716,IN,Elkhart County,1.1725030188028291
717,IN,Fayette County,1.8764241893076248
718,IN,Floyd County,1.4948045522018802
719,IN,Fountain County,1.3111387678904791
720,IN,Franklin County,1.131250820317627
721,IN,Fulton County,1.257864878803507
722,IN,Gibson County,1.078926598263615
723,IN,Grant County,1.5482456140350878
724,IN,Greene County,1.2268602540834845
725,IN,Hamilton County,1.1094091903719911
726,IN,Hancock County,1.49800796812749
727,IN,Harrison County,1.3327787021630617
728,IN,Hendricks County,1.3466204506065858
729,IN,Henry County,1.2527805864509605
730,IN,Howard County,1.5197505197505197
731,IN,Huntington County,1.1646903820816865
732,IN,Jackson County,1.1786033220217895
733,IN,Jasper County,1.3621876131836292
734,IN,Jay County,1.8496176720475785
735,IN,Jefferson County,1.3070310101320235
736,IN,Jennings County,1.3629764065335754
737,IN,Johnson County,1.4235493434985176
738,IN,Knox County,1.1109139307897071
739,IN,Kosciusko County,1.0417153345569832
740,IN,LaGrange County,1.1238696890870803
741,IN,Lake County,1.0077662664450693
742,IN,LaPorte County,1.0627628193058432
743,IN,Lawrence County,1.2666666666666666
744,IN,Madison County,1.5030181086519114
745,IN,Marion County,1.1310100877767588
746,IN,Marshall County,1.1405678942929436
747,IN,Martin County,1.1771165426850867
748,IN,Miami County,1.2199736031676198
749,IN,Monroe County,1.0561892453784345
750,IN,Montgomery County,1.5470459518599564
751,IN,Morgan County,1.15527950310559
752,IN,Newton County,1.3732736095558042
753,IN,Noble County,1.131717597471022
754,IN,Ohio County,1.4359197907585004
755,IN,Orange County,1.0925497454881998
756,IN,Owen County,1.283607487237663
757,IN,Parke County,1.1591596371160273
758,IN,Perry County,1.179759122775481
759,IN,Pike County,1.1273723092599668
760,IN,Porter County,1.0095473596776812
761,IN,Posey County,1.0929973030782107
762,IN,Pulaski County,1.530503978779841
763,IN,Putnam County,1.31675641431739
764,IN,Randolph County,1.5170630816959667
765,IN,Ripley County,1.3793626707132018
766,IN,Rush County,1.7479431563201198
767,IN,St. Joseph County,1.2221235006663704
768,IN,Scott County,1.2984183825723665
769,IN,Shelby County,1.385059684251059
770,IN,Spencer County,1.177525297354873
771,IN,Starke County,1.2457002457002457
772,IN,Steuben County,1.0680688857123408
773,IN,Sullivan County,1.125203455615375
774,IN,Switzerland County,1.2646903123345685
775,IN,Tippecanoe County,1.2252252252252251
776,IN,Tipton County,1.9746588693957114
777,IN,Union County,1.2018978396931153
778,IN,Vanderburgh County,1.2527805864509605
779,IN,Vermillion County,1.246791707798618
780,IN,Vigo County,1.1253761283851555
781,IN,Wabash County,1.104832791697243
782,IN,Warren County,1.3671071953010279
783,IN,Warrick County,1.1381597126277978
784,IN,Washington County,1.2581977794990964
785,IN,Wayne County,1.277854959711031
786,IN,Wells County,1.3163555836760519
787,IN,White County,1.2196354052273226
788,IN,Whitley County,1.2989536621823616
789,IA,Adair County,1.4992511233150274
790,IA,Adams County,1.32605151613955
791,IA,Allamakee County,1.048334863937358
792,IA,Appanoose County,1.0501228008621122
793,IA,Audubon County,1.6920415224913494
794,IA,Benton County,1.3101736972704714
795,IA,Black Hawk County,1.1266303659617576
796,IA,Boone County,1.3258390355164549
797,IA,Bremer County,1.2030456852791878
798,IA,Buchanan County,1.322997416020672
799,IA,Buena Vista County,1.158102766798419
800,IA,Butler County,1.380952380952381
801,IA,Calhoun County,1.305997552019584
802,IA,Carroll County,1.5470459518599564
803,IA,Cass County,1.5955926146515784
804,IA,Cedar County,1.2885170225043279
805,IA,Cerro Gordo County,1.1278445410380977
806,IA,Cherokee County,1.8598452278589854
807,IA,Chickasaw County,1.4389815627743634
808,IA,Clarke County,1.6293266205160477
809,IA,Clay County,1.1573811772112055
810,IA,Clayton County,1.0659413122321135
811,IA,Clinton County,1.061511964077013
812,IA,Crawford County,1.5414185165132648
813,IA,Dallas County,1.2327746741154562
814,IA,Davis County,1.2727768685215493
815,IA,Decatur County,1.3847633705271258
816,IA,Delaware County,1.45662100456621
817,IA,Des Moines County,1.0682920166632521
818,IA,Dickinson County,1.0410576449334865
819,IA,Dubuque County,1.1091464745688715
820,IA,Emmet County,1.130890052356021
821,IA,Fayette County,1.6622516556291391
822,IA,Floyd County,1.5714285714285714
823,IA,Franklin County,1.6443298969072164
824,IA,Fremont County,1.1535155050660117
825,IA,Greene County,1.3783579265985622
826,IA,Grundy County,1.965250965250965
827,IA,Guthrie County,1.2895193977996526
828,IA,Hamilton County,1.5685048322910746
829,IA,Hancock County,1.3297065611605672
830,IA,Hardin County,1.5934718100890208
831,IA,Harrison County,1.1725625539257982
832,IA,Henry County,1.3094059405940595
833,IA,Howard County,1.736377025036819
834,IA,Humboldt County,1.4340277777777777
835,IA,Ida County,1.6480881399870384
836,IA,Iowa County,1.4909180166912126
837,IA,Jackson County,1.068643602416255
838,IA,Jasper County,1.2828854314002829
839,IA,Jefferson County,1.423728813559322
840,IA,Johnson County,1.0988533017002768
841,IA,Jones County,1.419639110365086
842,IA,Keokuk County,1.5730659025787965
843,IA,Kossuth County,1.3856536829926727
844,IA,Lee County,1.0447467334884553
845,IA,Linn County,1.116198001394376
846,IA,Louisa County,1.0597121872574193
847,IA,Lucas County,1.2081598667776852
848,IA,Lyon County,1.8857395925597875
849,IA,Madison County,1.4646840148698885
850,IA,Mahaska County,1.2828854314002829
851,IA,Marion County,1.0587613115524739
852,IA,Marshall County,1.5896226415094339
853,IA,Mills County,1.2376990729736155
854,IA,Mitchell County,1.6983240223463687
855,IA,Monona County,1.170590242238144
856,IA,Monroe County,1.6297229219143576
857,IA,Montgomery County,1.5178663904712584
858,IA,Muscatine County,1.0788394828129928
859,IA,O'Brien County,1.8525149190110826
860,IA,Osceola County,1.5851375073142187
861,IA,Page County,1.6557377049180328
862,IA,Palo Alto County,1.152114390021296
863,IA,Plymouth County,1.5434782608695654
864,IA,Pocahontas County,1.413907284768212
865,IA,Polk County,1.0530503978779842
866,IA,Pottawattamie County,1.104384133611691
867,IA,Poweshiek County,1.4651162790697674
868,IA,Ringgold County,1.2290950744558993
869,IA,Sac County,1.2320724065908564
870,IA,Scott County,1.0899118863513757
871,IA,Shelby County,1.6353240152477764
872,IA,Sioux County,1.4699248120300752
873,IA,Story County,1.5078720162519046
874,IA,Tama County,1.483325277912035
875,IA,Taylor County,1.2663825253063399
876,IA,Union County,1.3171582619727245
877,IA,Van Buren County,1.1485884101040118
878,IA,Wapello County,1.193012931866435
879,IA,Warren County,1.2212389380530975
880,IA,Washington County,1.32605151613955
881,IA,Wayne County,1.3732736095558042
882,IA,Webster County,1.26246719160105
883,IA,Winnebago County,1.4486316733961417
884,IA,Winneshiek County,1.7874015748031495
885,IA,Woodbury County,1.1683501683501682
886,IA,Worth County,1.3548616039744499
887,IA,Wright County,1.3551136363636365
888,KS,Allen County,1.1660577881102623
889,KS,Anderson County,1.1965795164143898
890,KS,Atchison County,1.2741228070175439
891,KS,Barber County,1.3240440699935192
892,KS,Barton County,1.160410651267244
893,KS,Bourbon County,1.2164033758926638
894,KS,Brown County,1.4476275738585498
895,KS,Butler County,1.0566251415628538
896,KS,Chase County,1.1764602082230458
897,KS,Chautauqua County,1.1452221899506245
898,KS,Cherokee County,1.2244668911335579
899,KS,Cheyenne County,1.4861448711716092
900,KS,Clark County,1.2816901408450705
901,KS,Clay County,1.0885034073811841
902,KS,Cloud County,1.2740476842970678
903,KS,Coffey County,1.035453449620648
904,KS,Comanche County,1.4180602006688963
905,KS,Cowley County,1.1301236174365648
906,KS,Crawford County,1.1598721023181455
907,KS,Decatur County,1.6134969325153374
908,KS,Dickinson County,1.170125893160939
909,KS,Doniphan County,1.1703287344575029
910,KS,Douglas County,1.0505970451325644
911,KS,Edwards County,1.9259259259259258
912,KS,Elk County,1.1388696014442439
913,KS,Ellis County,1.6839945280437756
914,KS,Ellsworth County,1.1184834123222749
915,KS,Finney County,1.5906674542232722
916,KS,Ford County,1.5524861878453038
917,KS,Franklin County,1.1568873548791967
918,KS,Geary County,1.0479248538291959
919,KS,Gove County,1.91324200913242
920,KS,Graham County,1.8123476848090982
921,KS,Grant County,1.7434944237918217
922,KS,Gray County,1.6993006993006994
923,KS,Greeley County,2.0
924,KS,Greenwood County,1.0968335431393434
925,KS,Hamilton County,1.4723665564478035
926,KS,Harper County,1.3982477100756672
927,KS,Harvey County,1.5083884087442807
928,KS,Haskell County,1.7396449704142012
929,KS,Hodgeman County,1.758150113722517
930,KS,Jackson County,1.3568879371877232
931,KS,Jefferson County,1.0398358761900968
932,KS,Jewell County,1.1792435920415845
933,KS,Johnson County,1.1339225927413954
934,KS,Kearny County,1.6954102920723226
935,KS,Kingman County,1.2327746741154562
936,KS,Kiowa County,1.8130081300813008
937,KS,Labette County,1.1133401337413578
938,KS,Lane County,1.824402308326463
939,KS,Leavenworth County,1.1469507714915503
940,KS,Lincoln County,1.485201358563804
941,KS,Linn County,1.075013127297277
942,KS,Logan County,1.904159132007233
943,KS,Lyon County,1.1118693366148338
944,KS,McPherson County,1.3004807692307692
945,KS,Marion County,1.0957854406130267
946,KS,Marshall County,1.1688048615800135
947,KS,Meade County,1.4428697962798938
948,KS,Miami County,1.0641272284211876
949,KS,Mitchell County,1.0544454728589319
950,KS,Montgomery County,1.1116819298637481
951,KS,Morris County,1.116144018583043
952,KS,Morton County,1.8361204013377925
953,KS,Nemaha County,1.3321155762205248
954,KS,Neosho County,1.1365747063643814
955,KS,Ness County,1.7949125596184419
956,KS,Norton County,1.2351834430856068
957,KS,Osage County,1.0652443400535003
958,KS,Osborne County,1.350140056022409
959,KS,Ottawa County,1.6238303181534621
960,KS,Pawnee County,1.7230657989877078
961,KS,Phillips County,1.1032524522457408
962,KS,Pottawatomie County,1.045685047284024
963,KS,Pratt County,1.5938242280285035
964,KS,Rawlins County,1.8620689655172415
965,KS,Reno County,1.0562936275613601
966,KS,Republic County,1.2453385672227675
967,KS,Rice County,1.3660322108345535
968,KS,Riley County,1.07590708972218
969,KS,Rooks County,1.1779676098949992
970,KS,Rush County,1.8264462809917354
971,KS,Russell County,1.0705417607223477
972,KS,Saline County,1.4796163069544366
973,KS,Scott County,1.8944543828264757
974,KS,Sedgwick County,1.0793210121361148
975,KS,Seward County,1.4826254826254825
976,KS,Shawnee County,1.0784929356357928
977,KS,Sheridan County,1.8
978,KS,Sherman County,1.825082508250825
979,KS,Smith County,1.4
980,KS,Stafford County,1.2583311805734951
981,KS,Stanton County,1.9354536950420953
982,KS,Stevens County,1.847457627118644
983,KS,Sumner County,1.2308935580697298
984,KS,Thomas County,1.9000900090009
985,KS,Trego County,1.089702188733405
986,KS,Wabaunsee County,1.158202816010125
987,KS,Wallace County,1.9487666034155597
988,KS,Washington County,1.2034587995930823
989,KS,Wichita County,1.9765625
990,KS,Wilson County,1.1768346595932804
991,KS,Woodson County,1.1185817621249852
992,KS,Wyandotte County,1.178858880343409
993,KY,Adair County,1.1232134056185312
994,KY,Allen County,1.1172882946281961
995,KY,Anderson County,1.2909514111143439
996,KY,Ballard County,1.0356747886268773
997,KY,Barren County,1.0743218134522483
998,KY,Bath County,1.1611084259706783
999,KY,Bell County,1.3209242618741976
1000,KY,Boone County,1.088904694167852
1001,KY,Bourbon County,1.3481894150417828
1002,KY,Boyd County,1.3169572107765453
1003,KY,Boyle County,1.2862049227246708
1004,KY,Bracken County,1.2306805074971165
1005,KY,Breathitt County,1.2594706798131812
1006,KY,Breckinridge County,1.0514986095375425
1007,KY,Bullitt County,1.2358490566037736
1008,KY,Butler County,1.1566170712607675
1009,KY,Caldwell County,1.2294104152328516
1010,KY,Calloway County,1.037491095864732
1011,KY,Campbell County,1.1098780353807274
1012,KY,Carlisle County,1.0948316737790422
1013,KY,Carroll County,1.1026167265264237
1014,KY,Carter County,1.2757859900717043
1015,KY,Casey County,1.3995205753096285
1016,KY,Christian County,1.1326963906581742
1017,KY,Clark County,1.2708559046587216
1018,KY,Clay County,1.3522367030644593
1019,KY,Clinton County,1.1090274749236808
1020,KY,Crittenden County,1.0820546483958315
1021,KY,Cumberland County,1.1486767766874815
1022,KY,Daviess County,1.0520616409829238
1023,KY,Edmonson County,1.1634253963065861
1024,KY,Elliott County,1.4982561036372695
1025,KY,Estill County,1.2831257078142695
1026,KY,Fayette County,1.3448275862068966
1027,KY,Fleming County,1.2649708532061474
1028,KY,Floyd County,1.297707651086633
1029,KY,Franklin County,1.1902225603956629
1030,KY,Fulton County,1.0388455114011577
1031,KY,Gallatin County,1.1355380862022229
1032,KY,Garrard County,1.2054231717337716
1033,KY,Grant County,1.2630886608787162
1034,KY,Graves County,1.1656177542232526
1035,KY,Grayson County,1.0746324352563623
1036,KY,Green County,1.2666666666666666
1037,KY,Greenup County,1.0909256228405164
1038,KY,Hancock County,1.081746096623886
1039,KY,Hardin County,1.1276324186343332
1040,KY,Harlan County,1.3009328919650918
1041,KY,Harrison County,1.2223704692016901
1042,KY,Hart County,1.1569365976145636
1043,KY,Henderson County,1.0327944118322239
1044,KY,Henry County,1.1710571330824495
1045,KY,Hickman County,1.0849978750531237
1046,KY,Hopkins County,1.0745212012817646
1047,KY,Jackson County,1.4317789291882557
1048,KY,Jefferson County,1.0549239303564564
1049,KY,Jessamine County,1.295770482105886
1050,KY,Johnson County,1.314762354422411
1051,KY,Kenton County,1.1962708537782138
1052,KY,Knott County,1.4286326618088299
1053,KY,Knox County,1.4083299305839119
1054,KY,Larue County,1.3234152652005173
1055,KY,Laurel County,1.0931358852565893
1056,KY,Lawrence County,1.1827151470856934
1057,KY,Lee County,1.2941176470588236
1058,KY,Leslie County,1.2172496198131653
1059,KY,Letcher County,1.4719207173194904
1060,KY,Lewis County,1.0738225306363502
1061,KY,Lincoln County,1.2175331738090058
1062,KY,Livingston County,1.033107101473266
1063,KY,Logan County,1.1695202576707917
1064,KY,Lyon County,1.0228895806628822
1065,KY,McCracken County,1.048964402879107
1066,KY,McCreary County,1.1944390433599066
1067,KY,McLean County,1.210128178188695
1068,KY,Madison County,1.1437607820586544
1069,KY,Magoffin County,1.5837711617046117
1070,KY,Marion County,1.2062280882656218
1071,KY,Marshall County,1.0250601443464313
1072,KY,Martin County,1.5025125628140703
1073,KY,Mason County,1.1372683596431024
1074,KY,Meade County,1.0498032770556303
1075,KY,Menifee County,1.2985965959988057
1076,KY,Mercer County,1.1825150574922432
1077,KY,Metcalfe County,1.3930817610062893
1078,KY,Monroe County,1.271517784414879
1079,KY,Montgomery County,1.4016064257028111
1080,KY,Morgan County,1.2732240437158469
1081,KY,Muhlenberg County,1.0750807117651475
1082,KY,Nelson County,1.132222662964432
1083,KY,Nicholas County,1.3756574004507889
1084,KY,Ohio County,1.1004722194313272
1085,KY,Oldham County,1.0980296049406921
1086,KY,Owen County,1.2416042522348394
1087,KY,Owsley County,1.5310674455655868
1088,KY,Pendleton County,1.173641257162702
1089,KY,Perry County,1.2540650406504064
1090,KY,Pike County,1.352485019386676
1091,KY,Powell County,1.4668534080298785
1092,KY,Pulaski County,1.0506482982171799
1093,KY,Robertson County,1.8424599831508002
1094,KY,Rockcastle County,1.3920031360250882
1095,KY,Rowan County,1.1342822613132806
1096,KY,Russell County,1.0330928585611225
1097,KY,Scott County,1.2144542140253056
1098,KY,Shelby County,1.1421666192777935
1099,KY,Simpson County,1.3065603923973024
1100,KY,Spencer County,1.1672520488375984
1101,KY,Taylor County,1.0870549316618787
1102,KY,Todd County,1.2808988764044944
1103,KY,Trigg County,1.024452269170579
1104,KY,Trimble County,1.1795654516071108
1105,KY,Union County,1.0464511334076552
1106,KY,Warren County,1.1436368859523125
1107,KY,Washington County,1.2028809089064718
1108,KY,Wayne County,1.0370644922164567
1109,KY,Webster County,1.2122241086587437
1110,KY,Whitley County,1.1206563706563706
1111,KY,Wolfe County,1.6325110689437066
1112,KY,Woodford County,1.2376990729736155
1113,LA,Acadia Parish,1.300751879699248
1114,LA,Allen Parish,1.1958480219349785
1115,LA,Ascension Parish,1.072374610986466
1116,LA,Assumption Parish,1.037220381881118
1117,LA,Avoyelles Parish,1.0291154719618005
1118,LA,Beauregard Parish,1.1053296819043608
1119,LA,Bienville Parish,1.0848176420695506
1120,LA,Bossier Parish,1.0354283284914618
1121,LA,Caddo Parish,1.0169293538065651
1122,LA,Calcasieu Parish,1.0322945260778298
1123,LA,Caldwell Parish,1.0812743823146944
1124,LA,Cameron Parish,1.0015318909048574
1125,LA,Catahoula Parish,1.0308708671626585
1126,LA,Claiborne Parish,1.0738661545279953
1127,LA,Concordia Parish,1.0194852009898483
1128,LA,De Soto Parish,1.0521757278514035
1129,LA,East Baton Rouge Parish,1.0629445458551017
1130,LA,East Carroll Parish,1.0439985920450545
1131,LA,East Feliciana Parish,1.2962962962962963
1132,LA,Evangeline Parish,1.0548065329387264
1133,LA,Franklin Parish,1.084366826963638
1134,LA,Grant Parish,1.0441949882883281
1135,LA,Iberia Parish,1.0021861889698023
1136,LA,Iberville Parish,1.0283848992336078
1137,LA,Jackson Parish,1.0827335153470672
1138,LA,Jefferson Parish,1.0028784847656194
1139,LA,Jefferson Davis Parish,1.1215509906405736
1140,LA,Lafayette Parish,1.68259385665529
1141,LA,Lafourche Parish,1.0024899344400262
1142,LA,LaSalle Parish,1.0258337854245783
1143,LA,Lincoln Parish,1.5770340450086555
1144,LA,Livingston Parish,1.022578969947391
1145,LA,Madison Parish,1.0364126278993555
1146,LA,Morehouse Parish,1.0823045267489713
1147,LA,Natchitoches Parish,1.0209507447989776
1148,LA,Orleans Parish,1.005511919525975
1149,LA,Ouachita Parish,1.0447527411053927
1150,LA,Plaquemines Parish,1.0005593194648208
1151,LA,Pointe Coupee Parish,1.0290985276145026
1152,LA,Rapides Parish,1.0223984231510101
1153,LA,Red River Parish,1.0701557457555775
1154,LA,Richland Parish,1.1604621309370988
1155,LA,Sabine Parish,1.0068534928826476
1156,LA,St. Bernard Parish,1.0005622096187319
1157,LA,St. Charles Parish,1.0083198828560493
1158,LA,St. Helena Parish,1.4807692307692308
1159,LA,St. James Parish,1.057867021584399
1160,LA,St. John the Baptist Parish,1.0050877380425436
1161,LA,St. Landry Parish,1.062204528489674
1162,LA,St. Martin Parish,1.012527089831761
1163,LA,St. Mary Parish,1.001770284360777
1164,LA,St. Tammany Parish,1.0039857151967349
1165,LA,Tangipahoa Parish,1.0185970393513353
1166,LA,Tensas Parish,1.0253768461655586
1167,LA,Terrebonne Parish,1.0011747319848976
1168,LA,Union Parish,1.033983551960851
1169,LA,Vermilion Parish,1.0027037257340616
1170,LA,Vernon Parish,1.0686200507788375
1171,LA,Washington Parish,1.1359434475258292
1172,LA,Webster Parish,1.0440955992591938
1173,LA,West Baton Rouge Parish,1.0804569957357792
1174,LA,West Carroll Parish,1.5205622071837586
1175,LA,West Feliciana Parish,1.0420521446593776
1176,LA,Winn Parish,1.1292490629442937
1177,ME,Androscoggin County,1.0331246480506144
1178,ME,Aroostook County,1.0063504562802836
1179,ME,Cumberland County,1.0026124257417983
1180,ME,Franklin County,1.0208938384070538
1181,ME,Hancock County,1.0013176254807685
1182,ME,Kennebec County,1.0118094428304873
1183,ME,Knox County,1.0012823652971432
1184,ME,Lincoln County,1.0040854679903584
1185,ME,Oxford County,1.0100143204782839
1186,ME,Penobscot County,1.0062168950339443
1187,ME,Piscataquis County,1.0023915549411917
1188,ME,Sagadahoc County,1.0085432845511786
1189,ME,Somerset County,1.005879828073827
1190,ME,Waldo County,1.0080755874989906
1191,ME,Washington County,1.0014368125749837
1192,ME,York County,1.0035723088904052
1193,MD,Allegany County,1.1477323090559906
1194,MD,Anne Arundel County,1.005750100626761
1195,MD,Baltimore County,1.0118491835912506
1196,MD,Calvert County,1.0075257569030005
1197,MD,Caroline County,1.133725595078898
1198,MD,Carroll County,1.1641766540797898
1199,MD,Cecil County,1.0137815079726025
1200,MD,Charles County,1.00537198296007
1201,MD,Dorchester County,1.0022561344295138
1202,MD,Frederick County,1.125533517449159
1203,MD,Garrett County,1.1039933444259566
1204,MD,Harford County,1.0110447200715698
1205,MD,Howard County,1.289855072463768
1206,MD,Kent County,1.0072773318390544
1207,MD,Montgomery County,1.0671231037723183
1208,MD,Prince George's County,1.0584487696533988
1209,MD,Queen Anne's County,1.007142091918723
1210,MD,St. Mary's County,1.0024518818192962
1211,MD,Somerset County,1.0034290612944707
1212,MD,Talbot County,1.0047786071315934
1213,MD,Washington County,1.0945447669471495
1214,MD,Wicomico County,1.037325967675712
1215,MD,Worcester County,1.0043940206167448
1216,MD,Baltimore city,1.0825968448005285
1217,MA,Barnstable County,1.001096088607803
1218,MA,Berkshire County,1.0486546976110542
1219,MA,Bristol County,1.0071916576770945
1220,MA,Dukes County,1.0025727046329265
1221,MA,Essex County,1.0029668044252855
1222,MA,Franklin County,1.0380054727880814
1223,MA,Hampden County,1.0551024906325766
1224,MA,Hampshire County,1.0527175918604037
1225,MA,Middlesex County,1.0330425588157548
1226,MA,Nantucket County,1.0038678285623668
1227,MA,Norfolk County,1.0203058054297724
1228,MA,Plymouth County,1.002296337800476
1229,MA,Suffolk County,1.0158836049429778
1230,MA,Worcester County,1.0143814536773377
1231,MI,Alcona County,1.0008952575521688
1232,MI,Alger County,1.0002419164817216
1233,MI,Allegan County,1.0009910282215106
1234,MI,Alpena County,1.000889631434593
1235,MI,Antrim County,1.0078698639300527
1236,MI,Arenac County,1.0031397272832883
1237,MI,Baraga County,1.0058307677955034
1238,MI,Barry County,1.0400849801579348
1239,MI,Bay County,1.0052794408016303
1240,MI,Benzie County,1.001848900458897
1241,MI,Berrien County,1.0009854925639659
1242,MI,Branch County,1.0699447436525145
1243,MI,Calhoun County,1.0764759865402265
1244,MI,Cass County,1.0520372586772129
1245,MI,Charlevoix County,1.001025514808434
1246,MI,Cheboygan County,1.0058438864182235
1247,MI,Chippewa County,1.0008764556833332
1248,MI,Clare County,1.0833055648117293
1249,MI,Clinton County,1.109301563012351
1250,MI,Crawford County,1.1256281407035176
1251,MI,Delta County,1.0012176827011126
1252,MI,Dickinson County,1.06006006006006
1253,MI,Eaton County,1.1902949571836348
1254,MI,Emmet County,1.0024069068599253
1255,MI,Genesee County,1.0734052704984218
1256,MI,Gladwin County,1.0660283922086498
1257,MI,Gogebic County,1.0026631158455392
1258,MI,Grand Traverse County,1.0072478473893254
1259,MI,Gratiot County,1.2410219329959027
1260,MI,Hillsdale County,1.1014507456629805
1261,MI,Houghton County,1.0020266833124922
1262,MI,Huron County,1.0007682125920798
1263,MI,Ingham County,1.178858880343409
1264,MI,Ionia County,1.1026483268322727
1265,MI,Iosco County,1.0007451892445347
1266,MI,Iron County,1.0217046860417165
1267,MI,Isabella County,1.16655562958028
1268,MI,Jackson County,1.043802014892685
1269,MI,Kalamazoo County,1.0523532799329878
1270,MI,Kalkaska County,1.084495141529362
1271,MI,Kent County,1.0395647873392682
1272,MI,Keweenaw County,1.0001842586372158
1273,MI,Lake County,1.128783000643915
1274,MI,Lapeer County,1.050882816872742
1275,MI,Leelanau County,1.0004574557045642
1276,MI,Lenawee County,1.077827068254339
1277,MI,Livingston County,1.0470145745181005
1278,MI,Luce County,1.0009857966419824
1279,MI,Mackinac County,1.000926190919439
1280,MI,Macomb County,1.01078353139086
1281,MI,Manistee County,1.0013524515889953
1282,MI,Marquette County,1.0006184383689058
1283,MI,Mason County,1.001336242779278
1284,MI,Mecosta County,1.0584009811364832
1285,MI,Menominee County,1.0033883373428658
1286,MI,Midland County,1.07805791897588
1287,MI,Missaukee County,1.0989902989507028
1288,MI,Monroe County,1.0075991306594525
1289,MI,Montcalm County,1.0608605684377093
1290,MI,Montmorency County,1.0588616163399847
1291,MI,Muskegon County,1.0010405816435155
1292,MI,Newaygo County,1.021265284423179
1293,MI,Oakland County,1.0244887963756582
1294,MI,Oceana County,1.0012581591621668
1295,MI,Ogemaw County,1.0802568218298556
1296,MI,Ontonagon County,1.000411430696762
1297,MI,Osceola County,1.1304291117777487
1298,MI,Oscoda County,1.146134736226801
1299,MI,Otsego County,1.0819940964250574
1300,MI,Ottawa County,1.0009356016058666
1301,MI,Presque Isle County,1.0005221836676614
1302,MI,Roscommon County,1.0162879713331705
1303,MI,Saginaw County,1.060584030049679
1304,MI,St. Clair County,1.0085968999578752
1305,MI,St. Joseph County,1.0466635557629491
1306,MI,Sanilac County,1.0015914165357727
1307,MI,Schoolcraft County,1.0014013158355697
1308,MI,Shiawassee County,1.089541547277937
1309,MI,Tuscola County,1.0089653132032168
1310,MI,Van Buren County,1.002069900541279
1311,MI,Washtenaw County,1.0572770490864312
1312,MI,Wayne County,1.0162169174883238
1313,MI,Wexford County,1.087237197941202
1314,MN,Aitkin County,1.0057284595599398
1315,MN,Anoka County,1.041492054271607
1316,MN,Becker County,1.0076302095255536
1317,MN,Beltrami County,1.001812569444067
1318,MN,Benton County,1.1740947075208914
1319,MN,Big Stone County,1.0332347369470571
1320,MN,Blue Earth County,1.0532453011021778
1321,MN,Brown County,1.1223091976516635
1322,MN,Carlton County,1.0668851581833991
1323,MN,Carver County,1.0436338249410944
1324,MN,Cass County,1.002541102330191
1325,MN,Chippewa County,1.1306506401881369
1326,MN,Chisago County,1.0351197583760623
1327,MN,Clay County,1.1200048001920078
1328,MN,Clearwater County,1.0314564328405158
1329,MN,Cook County,1.000529592293373
1330,MN,Cottonwood County,1.103982530934803
1331,MN,Crow Wing County,1.0062822751887823
1332,MN,Dakota County,1.0393933425251132
1333,MN,Dodge County,1.7639419404125287
1334,MN,Douglas County,1.0119107172633937
1335,MN,Faribault County,1.0958864704190239
1336,MN,Fillmore County,1.555864369093941
1337,MN,Freeborn County,1.0612219909391454
1338,MN,Goodhue County,1.0407249032783548
1339,MN,Grant County,1.0348614258323166
1340,MN,Hennepin County,1.018542211344125
1341,MN,Houston County,1.0561987186692143
1342,MN,Hubbard County,1.0134064431365715
1343,MN,Isanti County,1.0591961167347421
1344,MN,Itasca County,1.0038223085214546
1345,MN,Jackson County,1.057927359091699
1346,MN,Kanabec County,1.0763708568810142
1347,MN,Kandiyohi County,1.0151375244092582
1348,MN,Kittson County,1.1726519337016574
1349,MN,Koochiching County,1.0196819398519918
1350,MN,Lac qui Parle County,1.071479628305933
1351,MN,Lake County,1.0011333538092588
1352,MN,Lake of the Woods County,1.002092943431925
1353,MN,Le Sueur County,1.038377403384887
1354,MN,Lincoln County,1.0788519161015613
1355,MN,Lyon County,1.123411082315192
1356,MN,McLeod County,1.066462847268377
1357,MN,Mahnomen County,1.0384039325626944
1358,MN,Marshall County,1.0257426762086186
1359,MN,Martin County,1.054827567300839
1360,MN,Meeker County,1.0265794859527417
1361,MN,Mille Lacs County,1.0090688964059964
1362,MN,Morrison County,1.0341308577084543
1363,MN,Mower County,1.8077544426494345
1364,MN,Murray County,1.0632831287178839
1365,MN,Nicollet County,1.0517410875976614
1366,MN,Nobles County,1.1183852255238547
1367,MN,Norman County,1.202388180530257
1368,MN,Olmsted County,1.4616805170821792
1369,MN,Otter Tail County,1.0039447264923886
1370,MN,Pennington County,1.3741114852225964
